S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
7555,School is cool,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/School-is-cool.jpg,9-2,61,Sowmya Rajendran,Sách truyện thiếu nhi,7-9 tuổi,Tulika,"""It's time to get ready for school and the little girl in this book is still in a world of dreams - of tigers, elephants, the sea... And as she tries to hurry up, her grandmother tells her the secret of what made her father go to school.""",7-9 tuổi
8064,Speaking activities,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Speaking-activities.jpg,28-2R,20,Peter Maggs,Sách học và hoạt động,Tiếng Anh (10-12 tuổi),Mary Glasgow Magazines,The first thing a class of students gathered together from all over the world will need to do is speak to each other in English! Activities that structure communicative activities are key in the programme of English course run in the UK.,10-12 tuổi
8070,Spelling- 5,http://lotuscommunity.org.vn/wp-content/uploads/2021/07/Spelling-5.jpg,28-2R,4,RIC Publications,Sách học và hoạt động,Tiếng Anh (10-12 tuổi),RIC Publications,"The aim of the series of blackline masters is to take children back to basics when Sách học và hoạt động to spell. Each list has been compiled to support this approach with words gleaned from proven contemporary lists used around the English speaking world. These words were chosen to reflect the children’s language abilities, interests and experiences.",10-12 tuổi
8302,Super friends: Wipe-Clean Activity Book,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Super-Friends-Wipe-Clean-Activity-Book.jpg,13-4,34,Parragon Books,Sách truyện thiếu nhi,7-9 tuổi,Parragon Books,"Get ready for adventure with your favourite heroes in this action-packed DC Super Friends Wipe-Clean Activity Book. Kids can use the included pen to complete the fun, soft-educational activities, then wipe the pages clean to have fun again and again. Test your speed with the Flash, practise handwriting, battle villains with Superman, go on a rescue mission with Batman, and much more!",7-9 tuổi
8419,Teaching practice: a handbook for teachers in training,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Teaching-practice-a-handbook-for-teachers-in-training.jpg,29-1,37,Roger Gower,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Macmillan Education,"From the Macmillan Books for Teachers series of teacher development/methodology books, this book is an essential reference book for EFL/ESL teachers and trainers on pre-service courses. It takes account of current views on training and it is consistent with Cambridge ESOL's guidelines for CELTA.",Từ 13 tuổi trở lên
8979,The English handbook: a guide to literary studies,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/The-English-handbook-a-guide-to-literary-studies.jpg,29-2L,15,William Whitla,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Wiley-Blackwell,"The English Handbook: A Guide to Literary Studies is a comprehensive textbook, providing essential practical and analytical reading and writing skills for literature students at all levels. With advice and information on fundamental methods of literary analysis and research, Whitla equips students with the knowledge and tools essential for advanced literary study.",Từ 13 tuổi trở lên
9968,The text book: resources for English 2,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/The-text-book-resources-for-English-2.jpg,29-1,13,Helen Sykes,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Cambridge University Press,"The Text Book: Resources for English Book 2, part of a four-book series, is a resource book for students about texts. Its eight integrated modules offer secondary students opportunities to discover the English language and to explore the ways meaning is made. The modules include a great variety of types of text: print texts, visual texts, electronic texts, multimodal texts, literary texts, factual texts, media texts, everyday texts. There is a wide range of tasks based on those texts, providing a wealth of language experiences - talking, listening, reading, writing, viewing and representing.",Từ 13 tuổi trở lên
9969,The text book: resources for English 4,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/The-Text-Book-4-Book-4-Resources-for-English.jpg,29-1,5,Helen Sykes,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Cambridge University Press,"This is a text book, not a textbook. It is not an instruction manual, but an opportunity for students to discover the English language and to explore the ways meaning is made. It offers a wealth of language experiences - talking, listening, reading, writing, viewing and representing - and a great variety of types of text for students to respond to or compose.",Từ 13 tuổi trở lên
10232,"Think critically, read widely, write convincingly",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Think-critically-read-widely-write-convincingly.jpg,29-1,50,Tazneen Abdullah,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),An Astute Mind,"Excellent guidebook that teaches students how to think, develop idea and write expository essay.",Từ 13 tuổi trở lên
10233,"Think critically, read widely, write convincingly",https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Think-critically-read-widely-write-convincingly.jpg,29-1,49,Tazneen Abdullah,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),An Astute Mind,"Excellent guidebook that teaches students how to think, develop idea and write expository essay.",Từ 13 tuổi trở lên
10814,Webster's new world: Spanish dictionary,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Webster_s-new-world-Spanish-dictionary.jpg,26-2R,7,Mike Gonzalez,Sách học và hoạt động,Ngôn ngữ khác,Macmillan Education,"Compiled in collaboration with a team of expert linguists, the Webster's New World concise bilingual dictionaries are the perfect choice for beginning students and advanced speakers as well. Comprehensive and authoritative, yet clear and concise, the dictionaries offer a full array of features, as well as wide-ranging coverage of current expressions. Long-standing favorites in hardcover, the dictionaries will continue to be standard references for years to come - especially now that they are available in unabridged paperback editions.",Từ 13 tuổi trở lên
11300,Words gone wild,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Words-gone-wild.jpg,29-2L,18,Jim Bernhard,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Skyhorse,"Chock-full of jokes and entertaining twists of the tongue, this lighthearted but scholarly guide to humorous language is a sure?re hit with word lovers. The examples are entertainingly bawdy, with a delightful narrative voice in word sleuth and author, Jim Bernhard. He provides examples and puzzles, teaching a smidgen of historical and etymological scholarship, but above all, amusing his audience.",Từ 13 tuổi trở lên
11335,Writing academic English,https://lotuscommunity.org.vn/wp-content/uploads/2021/07/Writing-academic-English.jpg,29-2L,5,Alice Oshima,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Pearson,"Writing Academic English, by Alice Oshima and Ann Hogue, is the essential writing text to prepare high-intermediate and advanced college or college-bound English language learners for academic success.",Từ 13 tuổi trở lên
11336,Writing in English: an invaluable guide to effective writing,http://lotuscommunity.org.vn/wp-content/uploads/2021/07/Writing-in-English-an-invaluable-guide-to-effective-writing.jpg,29-1,40,George Stern,Sách học và hoạt động,Tiếng Anh (Từ 13 tuổi trở lên),Didax Educational Resources,"An indispensable tool for writing, this clever handbook will help students write just about anything speeches, essays, grant applications, business letters, job applications and more. Each skill is illustrated with text excerpts from classic and contemporary sources. Clear explanations are followed by ample examples of good writing techniques and sample passages.",Từ 13 tuổi trở lên
