S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
9291,The kids' guide to digital photography,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-kids_-guide-to-digital-photography.jpg,29-2R,001,Jenni Bidner,Sách về sở thích,Nhiếp ảnh,"Lark 01 September
","How to shoot, save, play with and print your digital photos.",Từ 13 tuổi trở lên
9608,The official dictionary of sarcasm,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-official-dictionary-of-sarcasm.jpg,28-3,041,James Napoli,Sách về cách sống,Hài hước,Sterling Innovation,"Why tolerate ignorance? James Napoli, the executive vice president of the National Sarcasm Society, has provided an A-Z guide to turn to whenever you need to set someone straight. From advertisements to e-mail, from materialism to remote controls, there's a witty answer for every situation. “You have been waiting patiently for a dictionary like this to come along. And now it is here,” recognizes Napoli. “Not that you give a crap.”",Từ 13 tuổi trở lên
9685,The practical encyclopedia of Feng Shui,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-practical-encyclopedia-of-Feng-Shui.jpg,31-1,003,Gill Hale,Sách về sở thích,Thiết kế,Hermes House,"Here the theories of the ancient Eastern Art of Feng Shui are fully explained, and practical advice is offered on how to make changes to your surroundings to foster good health, improve your relationships, and welcome prosperity into your life.",Từ 13 tuổi trở lên
9911,The stitch bible,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-stitch-bible.jpg,28-4,012,Kate Haxell,Sách về sở thích,Thủ công,David & Charles,"A comprehensive step-by-step guide to embroidery, with over 225 stitches and techniques plus a range of fresh and modern projects. Learn the basic stitches and master 8 different embroidery styles, including blackwork, crewelwork, hardanger, pulled thread, goldwork and freestyle. Every stitch has clear step-by-step instructions and is accompanied by colour diagrams. And you can practise your new-found skills with 18 beautiful things to make for yourself and your home, from bags and accessories to gifts and home decor.",Từ 13 tuổi trở lên
10014,The totally brilliant puzzle and activity book,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-totally-brilliant-puzzle-and-activity-book.jpg,24-5,061,Lisa Regan,Sách học và hoạt động,Hoạt động (7-9 tuổi),Arcturus Publishing Ltd,"Includes classic puzzles kids already know and love such as spot the difference, mazes and word searches, and exciting new games they'll soon be hooked on.",7-9 tuổi
10035,The truth about teachers,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-truth-about-teachers.jpg,28-3,067,Paul Cookson,Sách về cách sống,Hài hước,"Macmillan Children's Books
",Do you ever worry about what goes on inside your teacher's head? Then these poems are for you! Find out exactly what - if anything - makes them tick (besides marking your homework).,Từ 13 tuổi trở lên
10036,The truth about teachers,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-truth-about-teachers.jpg,28-3,066,Paul Cookson,Sách về cách sống,Hài hước,"Macmillan Children's Books
",Do you ever worry about what goes on inside your teacher's head? Then these poems are for you! Find out exactly what - if anything - makes them tick (besides marking your homework).,Từ 13 tuổi trở lên
10037,The truth about teachers,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-truth-about-teachers.jpg,28-3,065,Paul Cookson,Sách về cách sống,Hài hước,"Macmillan Children's Books
",Do you ever worry about what goes on inside your teacher's head? Then these poems are for you! Find out exactly what - if anything - makes them tick (besides marking your homework).,Từ 13 tuổi trở lên
10186,The worst-case scenario survival handbook,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/The-worst-case-scenario-survival-handbook.jpg,28-3,005,David Borgenicht,Sách về cách sống,Hài hước,"Chronicle Books
","With expert, illustrated step by step instructions for life's sudden turns for the worst: Danger! It lurks at every corner. Quicksand. Sharks. Cyberbullies. Super Flu. From wrestling an alligator to evading drones to landing a plane if the pilot passes out, The Worst Case Scenario Survival Handbook is here to help. Needed now more than ever, this revised and expanded edition delivers frightening and funny real advice readers need to know fast.",Từ 13 tuổi trở lên
10512,Top ten secrets for perfect baby and child portraits,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Top-ten-secrets-for-perfect-baby-and-child-portraits.jpg,29-2R,005,Clay Blackmore,Sách về sở thích,Nhiếp ảnh,Allworth,"Today’s cash-conscious families can’t afford to take professional portraits of their children each month. Top Ten Secrets for Perfect Baby & Child Portraits helps camera consumers get into the head of America’s master baby, child, and portrait photographer - and his step-by-step guidance will help anyone take better photographs. Clay Blackmore, a professional photographer and proud father of a young son, shows anyone how to shoot the top baby and child photos with any compact point-and-shoot or DSLR camera. Now parents can take professional-quality photos, preserving precious memories and milestones. ",Từ 13 tuổi trở lên
10529,Tour de France 100,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Tour-de-France-100.jpg,30-5L,001,Richard Moore,Sách về sở thích,Thể thao,Bloomsbury Sport,"First staged in 1903, the Tour de France lasts three weeks every July and takes its c.200 competitors through over 3600km of varied terrain, including testing mountain stages. The race is broken into one-day 'stages', with the overall leader wearing the fabled yellow jersey.
Tour de France 100 celebrates 110 years of the Tour and publishes in the run up to the 100th race. It captures key visual moments in its history, including heroes of the race, great rivalries, moments of high drama, accidents and scandals, all accompanied by Richard Moore's authoritative text that illuminates and expands upon the superb imagery.",Từ 13 tuổi trở lên
10720,Vet volunteers,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Vet-volunteers.jpg,32-4,050,Laurie Halse Anderson,Sách truyện người lớn,Thực tế,Puffin Books ,"Maggie’s grandmother runs an animal clinic, Dr. Mac’s Place, so Maggie knows her way around animals who are in danger. When she learns that the abused and sick puppies flooding the clinic are from an illegal puppy mill, she knows that she has to find out who’s running it, where it is - and save the rest of the dogs!",Từ 13 tuổi trở lên
10729,Vintage Veronica,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Vintage-Veronica.jpg,32-1,048,Erica Perl,Sách truyện người lớn,Lãng mạn,Knopf Books for Young Readers,"Veronica Walsh is 15, fashion-minded, fat, and friendless. Her summer job in the Consignment Corner section (Employees Only!) of a vintage clothing store is a dream come true. There Veronica can spend her days separating the one-of-a-kind gem garments from the Dollar-a-Pound duds, without having to deal with people. But when two outrageous yet charismatic salesgirls befriend her and urge her to spy on and follow the mysterious and awkward stock boy Veronica has nicknamed the Nail, Veronica’s summer takes a turn for the weird. Suddenly, what began as a prank turns into something else entirely. Which means Veronica may have to come out of hiding and follow something even riskier for the first time: her heart.",Từ 13 tuổi trở lên
10730,Vintage Veronica,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Vintage-Veronica.jpg,34-2,059,Erica Perl,Sách truyện người lớn,Lãng mạn,Knopf Books for Young Readers,"Veronica Walsh is 15, fashion-minded, fat, and friendless. Her summer job in the Consignment Corner section (Employees Only!) of a vintage clothing store is a dream come true. There Veronica can spend her days separating the one-of-a-kind gem garments from the Dollar-a-Pound duds, without having to deal with people. But when two outrageous yet charismatic salesgirls befriend her and urge her to spy on and follow the mysterious and awkward stock boy Veronica has nicknamed the Nail, Veronica’s summer takes a turn for the weird. Suddenly, what began as a prank turns into something else entirely. Which means Veronica may have to come out of hiding and follow something even riskier for the first time: her heart.",Từ 13 tuổi trở lên
10755,Wallace and Gromit: comic strips collection,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wallace-and-Gromit-comic-strips-collection.jpg,34-1,041,Nick Park,Sách truyện người lớn,Tưởng tượng,Titan Comics,"Read by over 2.5 million readers every day, the Wallace and Gromit comic strip, now in its 3 year, appears daily in The Sun, the UK's best selling national newspaper. This book collects together, for the first time ever, the entire first year's worth of material and features scripts written and drawn by some of the best names working in British comics today. 
52 weeks, 52 stories and 312 individuals strips. Each fully originated and self-contained story runs over six days and contains more jokes and silliness than you could shake a left-handed widget plunger at. From tales about home dentistry and bee keeping to battles with Feathers McGraw and out-of-control robotic scarecrows, Wallace and Gromit's lives are anything but normal!",Từ 13 tuổi trở lên
10758,Want to go private?,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Want-to-go-private.jpg,33-5,024,Sarah Darer Littman,Sách truyện người lớn,Bí ẩn,Scholastic,"Abby and Luke chat online. They've never met. But they are going to. Soon.
Abby is starting high school - it should be exciting, so why doesn't she care? Everyone tells her to ""make an effort,"" but why can't she just be herself? Abby quickly feels like she's losing a grip on her once-happy life. The only thing she cares about anymore is talking to Luke, a guy she met online, who understands. It feels dangerous and yet good to chat with Luke - he is her secret, and she's his. Then Luke asks her to meet him, and she does. But Luke isn't who he says he is. When Abby goes missing, everyone is left to put together the pieces. If they don't, they'll never see Abby again.",Từ 13 tuổi trở lên
10763,Warriors: skyclan and the stranger: the rescue,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Warriors-skyclan-and-the-stranger-the-rescue.jpg,34-5,001,Erin Hunter,Sách truyện người lớn,Tưởng tượng,HarperCollins,"In the first book of the SkyClan and the Stranger manga arc, set after the events of Warriors Super Edition: SkyClan’s Destiny, SkyClan faces new dangers - and welcomes a new Clanmate.

Newleaf is coming, and Leafstar is proud to see SkyClan thriving under her leadership. The woods are brimming with prey, the warriors’ den is full, and Leafstar is expecting kits of her own. But a stranger is lurking near SkyClan’s territory, and Leafstar’s newborn kits - and the rest of the young Clan - could be in serious danger.",Từ 13 tuổi trở lên
10939,What Katy did,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/What-Katy-did.jpg,33-5,014,Susan Coolidge,Sách truyện người lớn,Thực tế,Wordsworth Editions Ltd,"Katy Carr is untidy, tall and gangling and lives with her brothers and sisters planning for the day when she will be ""beautiful and beloved, and amiable as an angel"". An accidental fall from a swing seems to threaten her hopes for the future, but Katy struggles to overcome her difficulties with pluck, vitality and good humour.",Từ 13 tuổi trở lên
11006,When I was a soldier,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/When-I-was-a-soldier.jpg,33-5,026,Valerie Zenatti,Sách truyện người lớn,Thực tế,"Bloomsbury USA Childrens
","At a time when Israel is in the news every day and politics in the Middle East are as complex as ever before, this story of one girl's experience in the Israeli national army is both topical and fascinating. Valerie begins her story as she finishes her exams, breaks up with her boyfriend, and leaves for service with the Israeli army. Nothing has prepared her for the strict routines, grueling marches, poor food, lack of sleep and privacy, or crushing of initiative that she now faces. But this harsh life has excitement, too, such as working in a spy center near Jerusalem and listening in on Jordanian pilots. Offering a glimpse into the life of a typical Israeli teen, even as it lays bare the relentless nature of war, Valerie's story is one young readers will have a hard time forgetting.",Từ 13 tuổi trở lên
11055,"Where there's smoke, there's fire",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Where-there_s-smoke-there_s-fire.jpg,33-5,012,Bruce Lansky,Sách truyện người lớn,Phiêu lưu,Meadowbrook,"In most heroic tales, a helpless young lady waits around for a prince to rescue her. But the spunky girls in this entertaining series are much too busy saving the day to await Prince Charming. These adaptations and original stories from around the world inspire readers to become a new kind of heroine. If you enjoy the stories in this book, look for more fun Phiêu lưus in the other books in the series.",Từ 13 tuổi trở lên
11075,Where's Wally: Santa spectacular,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Where_s-Wally-Santa-spectaculara.jpg,30-5R,008,Martin Handford,Sách học và hoạt động,Hoạt động (0-6 tuổi),Walker Books,"This sensational Santa-themed Wally activity book is bursting with hundreds of stickers. There are loads of wintry sticker-based activities including spot the differences, games, mazes, searches and much more... including a fold-out back cover that you can use to create you very own Where’s Wally? scene. Perfect for Christmas gifting, this book is hours of festive fun!",0-6 tuổi
11076,Where's Wally: Santa spectacular,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Where_s-Wally-Santa-spectaculara.jpg,30-5R,009,Martin Handford,Sách học và hoạt động,Hoạt động (0-6 tuổi),Walker Books,"This sensational Santa-themed Wally activity book is bursting with hundreds of stickers. There are loads of wintry sticker-based activities including spot the differences, games, mazes, searches and much more... including a fold-out back cover that you can use to create you very own Where’s Wally? scene. Perfect for Christmas gifting, this book is hours of festive fun!",0-6 tuổi
11077,Where's Wally: Santa spectacular,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Where_s-Wally-Santa-spectaculara.jpg,30-5R,010,Martin Handford,Sách học và hoạt động,Hoạt động (0-6 tuổi),Walker Books,"This sensational Santa-themed Wally activity book is bursting with hundreds of stickers. There are loads of wintry sticker-based activities including spot the differences, games, mazes, searches and much more... including a fold-out back cover that you can use to create you very own Where’s Wally? scene. Perfect for Christmas gifting, this book is hours of festive fun!",0-6 tuổi
11088,Whisper,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Whisper.jpg,34-2,065,Chrissie Keighery,Sách truyện người lớn,Phiêu lưu,Hardie Grant Children's Publishing,"A beautifully written coming-of-age tale about a 15-year-old girl whose life is altered by sudden deafness

I'm always trying to figure out what's really going on. Always having to fill in the gaps, but never getting all the details. It's like trying to do a jigsaw when I don't even know what the picture is, and I'm missing one of the vital middle pieces.

How do you know if your friends are talking about you being your back, or if a boy likes you? They could act all innocent, but you'd know from the rumors. You'd hear the whispers. But what if you couldn't hear those whispers anymore? Being a teenager is hard enough. But what about being a deaf teenager? Demi is 15 years old when her world is shattered by illness. Waking up in hospital, she can see people are talking and moving around her, but she can hear nothing. As the days and weeks pass, it becomes clear that Demi is locked in a silent world and this is a world she must now learn to navigate. This unique, touching story explores the universal theme of finding your place, against a fascinating backdrop.",Từ 13 tuổi trở lên
11191,Will,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Will.jpg,33-3,006,Maria Boyd,Sách truyện người lớn,Truyền cảm hứng,Knopf Books for Young Readers,"Sharp-witted, funny, and poignant all at once, this is the story of a boy going through a difficult time who, in a most unlikely way, discovers the person he truly wants to be. ",Từ 13 tuổi trở lên
11204,Wilma Tenderfoot: the case of the fatal phantom,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wilma-Tenderfoot-the-case-of-the-fatal-phantom.jpg,34-4,051,Emma Kennedy,Sách truyện người lớn,Bí ẩn,MacMillan Children's Books,Wilma Tenderfoot and her trusty beagle Pickle face their toughest task yet. A mummified body has been found buried in the grounds of gothic mansion Blackheart Hoo. Who is it? How did they die? And why is the mummy clutching a key? As things take a seriously spooky turn Wilma must solve the puzzle quickly.,Từ 13 tuổi trở lên
11259,Wish you were Eyre,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wish-you-were-Erye.jpg,32-6,071,Heather Vogel Frederick,Sách truyện người lớn,Thực tế,Simon & Schuster,"It’s a dream come true for Megan, who’s jet-setting to Paris for Fashion Week with Gigi. Meanwhile, back in Concord, Mrs. Wong decides to run for mayor, so Emma and Stewart team up to make her campaign a success. Jess and Cassidy are also hoping for victories, Jess in the a cappella finals with the MadriGals and Cassidy in the national hockey championships with her teammates. In the midst of it all, the girls—along with their Wyoming pen pals, who drop in for a visit over Spring Break—dive into Charlotte Brontë’s classic Jane Eyre. Some real life Lãng mạn follows, as Becca may have found a Mr. Rochester of her own.

And then there’s the matter of a certain wedding. The book club girls, their families, the British Berkeley brothers, and even Annabelle Fairfax (aka Stinkerbelle) will be attending the ceremony, which means there might be some bumps before the bride waltzes down the aisle.",Từ 13 tuổi trở lên
11345,Wuthering Heights,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wuthering-Heights-1.jpg,33-6,022,Emily Bronte,Sách truyện người lớn,Thực tế,"Bantam Classics
","Wuthering Heights, first published in 1847, the year before the author's death at the age of thirty, endures today as perhaps the most powerful and intensely original novel in the English language. “Only Emily Brontë,” V.S. Pritchett said about the author and her contemporaries, “exposes her imagination to the dark spirit.” And Virginia Woolf wrote, “It is as if she could tear up all that we know human beings by, and fill these unrecognisable transparencies with such a gust of life that they transcend reality. Hers, then, is the rarest of all powers. She could free life from its dependence on facts, with few touches indicate the spirit of a face so that it needs no body; by speaking of the moor make the wind blow and the thunder roar.”",Từ 13 tuổi trở lên
11346,Wuthering Heights,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wuthering-Heights-1.jpg,33-5,010,Emily Bronte,Sách truyện người lớn,Thực tế,"Bantam Classics
","Wuthering Heights, first published in 1847, the year before the author's death at the age of thirty, endures today as perhaps the most powerful and intensely original novel in the English language. “Only Emily Brontë,” V.S. Pritchett said about the author and her contemporaries, “exposes her imagination to the dark spirit.” And Virginia Woolf wrote, “It is as if she could tear up all that we know human beings by, and fill these unrecognisable transparencies with such a gust of life that they transcend reality. Hers, then, is the rarest of all powers. She could free life from its dependence on facts, with few touches indicate the spirit of a face so that it needs no body; by speaking of the moor make the wind blow and the thunder roar.”",Từ 13 tuổi trở lên
11347,Wuthering Heights,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Wuthering-Heights-2.jpg,32-4,018,Gill Tavner,Sách truyện người lớn,Thực tế,Real Reads,"Nelly Dean has spent her life serving the inhabitants of Wuthering Heights. She has quite a tale to tell. She wants to tell it to you.

Nelly’s story is as wild and stormy as the moors on which it is set. She talks of haunting, hatred, love, grief and the desire for revenge.

Her tale begins and ends with the mysterious Heathcliff. Where has this strange, silent boy come from? Will you fear him or pity him? What drives the adult Heathcliff to destroy others, even his own son, and to dig in dark graveyards? Is it love or vengeance, or both?

This famous story of Heathcliff and Catherine will thrill you and chill you to the bone.",Từ 13 tuổi trở lên
11372,"You are unbelievably awesome, dad",https://lotuscommunity.org.vn/wp-content/uploads/2021/10/You-are-unbelievably-awesome-dad.jpg,34-2,028,Bhumi Bhesaniya,Sách truyện người lớn,Thực tế,Gurjar Sahitya Prakashan,A dad - daughter tale with life lessons!,Từ 13 tuổi trở lên
11386,You tell me,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/You-tell-me.jpg,32-1,008,Roger McGough,Sách truyện người lớn,Thực tế,"Frances Lincoln Children's Books
","Football, first love, teachers and tongue-twisters. This is a fantastic poetry collection by two of the funniest, most famous poets writing today.",Từ 13 tuổi trở lên
11448,Zen patterns and Designs,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Zen-patterns-and-designs.jpg,31-3,036,Skyhorse Publishing,Sách về sở thích,Vẽ và màu,Skyhorse,"Zen Patterns and Thiết kếs: Coloring for Artists offers forty-six fully colored Zen Thiết kếs that will inspire you as you color the forty-six black-and-white templates that are perforated so that each one can be removed to be displayed. The Thiết kếs have been created specifically for you. Enhanced with intricate, unique patterns and step-by-step instructions on how to best color and create beautiful work, this book has a little bit of something for everyone. So explore your creative side, and discover the relaxing benefits of coloring Zen art.",Từ 13 tuổi trở lên
11458,Zoo 2,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Zoo-2.jpg,33-6,033,James Patterson,Sách truyện người lớn,Phiêu lưu,BookShots,"Zoo was just the beginning. Now, the last humans on Earth are fighting for their lives in a dystopia where humans are prey.

The planet is still under violent siege by ferocious animals. Except some humans are evolving, mutating into a savage species that could save civilization... or end it.",Từ 13 tuổi trở lên
11459,Zoo 2,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Zoo-2.jpg,33-6,007,James Patterson,Sách truyện người lớn,Phiêu lưu,BookShots,"Zoo was just the beginning. Now, the last humans on Earth are fighting for their lives in a dystopia where humans are prey.

The planet is still under violent siege by ferocious animals. Except some humans are evolving, mutating into a savage species that could save civilization... or end it.",Từ 13 tuổi trở lên
